metric_name,metric_value,metric_source,metric_schema,observation_level,episode_index,source_line_start,source_line_end,trajectory_id,benchmark,base_model,harness_family,agent_model,batch_id,configuration_id,checkpoint_reference,evaluation_sample_size,metric_value_raw,source_reference,normalized_progress
accuracy,0.18145586260690036,task/eval_v6_full.json,workspace_json,intermediate,10,,,7e2e380466d84546c1f6,HealthBench,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run1,claude_claude-opus-4-6_10h_run1::HealthBench::SmolLM3-3B-Base,,,0.18145586260690036,task/eval_v6_full.json,1.0
accuracy,0.1861006949766786,task/eval_v7_full.json,workspace_json,intermediate,10,,,7e2e380466d84546c1f6,HealthBench,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run1,claude_claude-opus-4-6_10h_run1::HealthBench::SmolLM3-3B-Base,,,0.1861006949766786,task/eval_v7_full.json,1.0
accuracy,0.07074759087871144,task/eval_v1.json,workspace_json,intermediate,10,,,7e2e380466d84546c1f6,HealthBench,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run1,claude_claude-opus-4-6_10h_run1::HealthBench::SmolLM3-3B-Base,,,0.07074759087871144,task/eval_v1.json,1.0
accuracy,0.19503339920576843,metrics.json,top_level_metrics,final_only,10,,,7e2e380466d84546c1f6,HealthBench,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run1,claude_claude-opus-4-6_10h_run1::HealthBench::SmolLM3-3B-Base,,,0.19503339920576843,data/PostTrainBench-Trajectories/claude_claude-opus-4-6_10h_run1/healthbench_HuggingFaceTB_SmolLM3-3B-Base_16855645/metrics.json,1.0
by_axis.accuracy,0.2375249500998004,task/eval_v2.json,workspace_json,intermediate,10,,,7e2e380466d84546c1f6,HealthBench,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run1,claude_claude-opus-4-6_10h_run1::HealthBench::SmolLM3-3B-Base,,,0.2375249500998004,task/eval_v2.json,1.0
by_axis.accuracy,0.37524950099800397,task/eval_v3.json,workspace_json,intermediate,10,,,7e2e380466d84546c1f6,HealthBench,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run1,claude_claude-opus-4-6_10h_run1::HealthBench::SmolLM3-3B-Base,,,0.37524950099800397,task/eval_v3.json,1.0
by_axis.accuracy,0.281437125748503,task/eval_v4.json,workspace_json,intermediate,10,,,7e2e380466d84546c1f6,HealthBench,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run1,claude_claude-opus-4-6_10h_run1::HealthBench::SmolLM3-3B-Base,,,0.281437125748503,task/eval_v4.json,1.0
by_axis.accuracy,0.2,task/eval_v1_debug.json,workspace_json,intermediate,10,,,7e2e380466d84546c1f6,HealthBench,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run1,claude_claude-opus-4-6_10h_run1::HealthBench::SmolLM3-3B-Base,,,0.2,task/eval_v1_debug.json,1.0
by_axis.accuracy,0.2570317175344105,task/eval_v8_full.json,workspace_json,intermediate,10,,,7e2e380466d84546c1f6,HealthBench,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run1,claude_claude-opus-4-6_10h_run1::HealthBench::SmolLM3-3B-Base,,,0.2570317175344105,task/eval_v8_full.json,1.0
by_axis.accuracy,0.35528942115768464,task/eval_v5.json,workspace_json,intermediate,10,,,7e2e380466d84546c1f6,HealthBench,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run1,claude_claude-opus-4-6_10h_run1::HealthBench::SmolLM3-3B-Base,,,0.35528942115768464,task/eval_v5.json,1.0
by_axis.accuracy,0.32727272727272727,task/baseline_eval.json,workspace_json,intermediate,10,,,7e2e380466d84546c1f6,HealthBench,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run1,claude_claude-opus-4-6_10h_run1::HealthBench::SmolLM3-3B-Base,,,0.32727272727272727,task/baseline_eval.json,1.0
by_axis.accuracy,0.3273453093812375,task/eval_v6.json,workspace_json,intermediate,10,,,7e2e380466d84546c1f6,HealthBench,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run1,claude_claude-opus-4-6_10h_run1::HealthBench::SmolLM3-3B-Base,,,0.3273453093812375,task/eval_v6.json,1.0
by_axis.accuracy,0.2713943746259725,task/eval_v6_full.json,workspace_json,intermediate,10,,,7e2e380466d84546c1f6,HealthBench,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run1,claude_claude-opus-4-6_10h_run1::HealthBench::SmolLM3-3B-Base,,,0.2713943746259725,task/eval_v6_full.json,1.0
by_axis.accuracy,0.2513464991023339,task/eval_v7_full.json,workspace_json,intermediate,10,,,7e2e380466d84546c1f6,HealthBench,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run1,claude_claude-opus-4-6_10h_run1::HealthBench::SmolLM3-3B-Base,,,0.2513464991023339,task/eval_v7_full.json,1.0
by_axis.accuracy,0.1936127744510978,task/eval_v1.json,workspace_json,intermediate,10,,,7e2e380466d84546c1f6,HealthBench,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run1,claude_claude-opus-4-6_10h_run1::HealthBench::SmolLM3-3B-Base,,,0.1936127744510978,task/eval_v1.json,1.0
by_axis.accuracy,0.2579293836026332,metrics.json,top_level_metrics,final_only,10,,,7e2e380466d84546c1f6,HealthBench,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run1,claude_claude-opus-4-6_10h_run1::HealthBench::SmolLM3-3B-Base,,,0.2579293836026332,data/PostTrainBench-Trajectories/claude_claude-opus-4-6_10h_run1/healthbench_HuggingFaceTB_SmolLM3-3B-Base_16855645/metrics.json,1.0
accuracy,0.4817073170731707,metrics.json,top_level_metrics,final_only,1,,,7eb7fb7ac30f1c60648d,HumanEval,Qwen3-1.7B-Base,Claude,Claude Opus 4.7,claude_non_api_claude-opus-4-7_10h,claude_non_api_claude-opus-4-7_10h::HumanEval::Qwen3-1.7B-Base,,,0.4817073170731707,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-7_10h/humaneval_Qwen_Qwen3-1.7B-Base_17122415/metrics.json,1.0
accuracy,0.10975609756097561,metrics.json,top_level_metrics,final_only,5,,,7ee2bf400900f6182dfc,HumanEval,Qwen3-1.7B-Base,OpenCode,Kimi K2.5,opencode_opencode_kimi-k2.5_10h_run1,opencode_opencode_kimi-k2.5_10h_run1::HumanEval::Qwen3-1.7B-Base,,,0.10975609756097561,data/PostTrainBench-Trajectories/opencode_opencode_kimi-k2.5_10h_run1/humaneval_Qwen_Qwen3-1.7B-Base_16853408/metrics.json,1.0
accuracy,0.0,metrics.json,top_level_metrics,final_only,0,,,7f5064b9c7c84735c79c,AIME 2025,Gemma-3-4B-PT,Claude,Claude Opus 4.8,claude_non_api_claude-opus-4-8_10h_run1,claude_non_api_claude-opus-4-8_10h_run1::AIME 2025::Gemma-3-4B-PT,,,0.0,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-8_10h_run1/aime2025_google_gemma-3-4b-pt_17311188/metrics.json,1.0
accuracy,0.46398786959818045,metrics.json,top_level_metrics,final_only,6,,,80088b199b1377176962,GSM8K,Gemma-3-4B-PT,Claude,Claude Opus 4.6,claude_non_api_claude-opus-4-6_1m__10h_run1,claude_non_api_claude-opus-4-6_1m__10h_run1::GSM8K::Gemma-3-4B-PT,,,0.46398786959818045,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-6_1m__10h_run1/gsm8k_google_gemma-3-4b-pt_16956123/metrics.json,1.0
accuracy,0.2791353383458647,metrics.json,top_level_metrics,final_only,5,,,80215767ce5431fb5f9f,ArenaHardWriting,Gemma-3-4B-PT,Codex,GPT-5.5 Codex,codex_non_api_xhigh_reprompt_gpt-5.5_10h,codex_non_api_xhigh_reprompt_gpt-5.5_10h::ArenaHardWriting::Gemma-3-4B-PT,,,0.2791353383458647,data/PostTrainBench-Trajectories/codex_non_api_xhigh_reprompt_gpt-5.5_10h/arenahardwriting_google_gemma-3-4b-pt_17135365/metrics.json,1.0
accuracy,0.0,metrics.json,top_level_metrics,final_only,5,,,8038f6231e0e4d45bf89,AIME 2025,Qwen3-1.7B-Base,OpenCode,Gemini 3.1 Pro,opencode_opencode_gemini-3.1-pro_10h_run1,opencode_opencode_gemini-3.1-pro_10h_run1::AIME 2025::Qwen3-1.7B-Base,,,0.0,data/PostTrainBench-Trajectories/opencode_opencode_gemini-3.1-pro_10h_run1/aime2025_Qwen_Qwen3-1.7B-Base_16868090/metrics.json,1.0
accuracy,0.02741655341460012,metrics.json,top_level_metrics,final_only,5,,,806b57adccc2a2df0482,HealthBench,SmolLM3-3B-Base,Codex,GPT-5.3 Codex,codex_non_api_high_gpt-5.3-codex_10h_run2,codex_non_api_high_gpt-5.3-codex_10h_run2::HealthBench::SmolLM3-3B-Base,,,0.02741655341460012,data/PostTrainBench-Trajectories/codex_non_api_high_gpt-5.3-codex_10h_run2/healthbench_HuggingFaceTB_SmolLM3-3B-Base_16920204/metrics.json,1.0
by_axis.accuracy,0.13794135248354278,metrics.json,top_level_metrics,final_only,5,,,806b57adccc2a2df0482,HealthBench,SmolLM3-3B-Base,Codex,GPT-5.3 Codex,codex_non_api_high_gpt-5.3-codex_10h_run2,codex_non_api_high_gpt-5.3-codex_10h_run2::HealthBench::SmolLM3-3B-Base,,,0.13794135248354278,data/PostTrainBench-Trajectories/codex_non_api_high_gpt-5.3-codex_10h_run2/healthbench_HuggingFaceTB_SmolLM3-3B-Base_16920204/metrics.json,1.0
accuracy,0.89,metrics.json,top_level_metrics,final_only,1,,,80827044475ee91c4fd5,BFCL,Qwen3-4B-Base,Claude,Claude Sonnet 4.6,claude_non_api_claude-sonnet-4-6_10h,claude_non_api_claude-sonnet-4-6_10h::BFCL::Qwen3-4B-Base,,,0.89,data/PostTrainBench-Trajectories/claude_non_api_claude-sonnet-4-6_10h/bfcl_Qwen_Qwen3-4B-Base_16861077/metrics.json,1.0
accuracy,0.03201219512195122,metrics.json,top_level_metrics,final_only,3,,,80a509087ec7f2e90292,ArenaHardWriting,Qwen3-4B-Base,OpenCode,Kimi K2.5,opencode_opencode_kimi-k2.5_10h_run2,opencode_opencode_kimi-k2.5_10h_run2::ArenaHardWriting::Qwen3-4B-Base,,,0.03201219512195122,data/PostTrainBench-Trajectories/opencode_opencode_kimi-k2.5_10h_run2/arenahardwriting_Qwen_Qwen3-4B-Base_16853232/metrics.json,1.0
accuracy,0.3,metrics.json,top_level_metrics,final_only,0,,,80bd79171d036cd6d211,AIME 2025,Qwen3-4B-Base,Claude,Claude Opus 4.8,claude_non_api_max_claude-opus-4-8_10h_run1,claude_non_api_max_claude-opus-4-8_10h_run1::AIME 2025::Qwen3-4B-Base,,,0.3,data/PostTrainBench-Trajectories/claude_non_api_max_claude-opus-4-8_10h_run1/aime2025_Qwen_Qwen3-4B-Base_17315103/metrics.json,1.0
Accuracy,0.418,command_output,regex,diagnostic,3,,,80e2171124e171bc93fc,BFCL,Qwen3-4B-Base,OpenCode,MiniMax M2.1,opencode_opencode_minimax-m2.1-free_10h,opencode_opencode_minimax-m2.1-free_10h::BFCL::Qwen3-4B-Base,,,0.418,80e2171124e171bc93fc:command_output,1.0
accuracy,0.0,metrics.json,top_level_metrics,final_only,3,,,80e2171124e171bc93fc,BFCL,Qwen3-4B-Base,OpenCode,MiniMax M2.1,opencode_opencode_minimax-m2.1-free_10h,opencode_opencode_minimax-m2.1-free_10h::BFCL::Qwen3-4B-Base,,,0.0,data/PostTrainBench-Trajectories/opencode_opencode_minimax-m2.1-free_10h/bfcl_Qwen_Qwen3-4B-Base_16788643/metrics.json,1.0
accuracy,0.16666666666666666,metrics.json,top_level_metrics,final_only,0,,,80eae126b9b56cba5e5b,AIME 2025,Qwen3-4B-Base,Claude,Claude Opus 4.7,claude_non_api_claude-opus-4-7_10h_run2,claude_non_api_claude-opus-4-7_10h_run2::AIME 2025::Qwen3-4B-Base,,,0.16666666666666666,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-7_10h_run2/aime2025_Qwen_Qwen3-4B-Base_17123801/metrics.json,1.0
accuracy,0.15229978187280602,metrics.json,top_level_metrics,final_only,4,,,819232be3e8e2e215549,HealthBench,Gemma-3-4B-PT,Codex,GPT-5.3 Codex,codex_non_api_gpt-5.3-codex_10h_run1,codex_non_api_gpt-5.3-codex_10h_run1::HealthBench::Gemma-3-4B-PT,,,0.15229978187280602,data/PostTrainBench-Trajectories/codex_non_api_gpt-5.3-codex_10h_run1/healthbench_google_gemma-3-4b-pt_16853970/metrics.json,1.0
by_axis.accuracy,0.2710951526032316,metrics.json,top_level_metrics,final_only,4,,,819232be3e8e2e215549,HealthBench,Gemma-3-4B-PT,Codex,GPT-5.3 Codex,codex_non_api_gpt-5.3-codex_10h_run1,codex_non_api_gpt-5.3-codex_10h_run1::HealthBench::Gemma-3-4B-PT,,,0.2710951526032316,data/PostTrainBench-Trajectories/codex_non_api_gpt-5.3-codex_10h_run1/healthbench_google_gemma-3-4b-pt_16853970/metrics.json,1.0
accuracy,0.29692144059431264,metrics.json,top_level_metrics,final_only,5,,,81a93f411799d2581c23,HealthBench,SmolLM3-3B-Base,OpenCode,Gemini 3.1 Pro,opencode_opencode_gemini-3.1-pro_10h_run2,opencode_opencode_gemini-3.1-pro_10h_run2::HealthBench::SmolLM3-3B-Base,,,0.29692144059431264,data/PostTrainBench-Trajectories/opencode_opencode_gemini-3.1-pro_10h_run2/healthbench_HuggingFaceTB_SmolLM3-3B-Base_16863698/metrics.json,1.0
by_axis.accuracy,0.38061041292639136,metrics.json,top_level_metrics,final_only,5,,,81a93f411799d2581c23,HealthBench,SmolLM3-3B-Base,OpenCode,Gemini 3.1 Pro,opencode_opencode_gemini-3.1-pro_10h_run2,opencode_opencode_gemini-3.1-pro_10h_run2::HealthBench::SmolLM3-3B-Base,,,0.38061041292639136,data/PostTrainBench-Trajectories/opencode_opencode_gemini-3.1-pro_10h_run2/healthbench_HuggingFaceTB_SmolLM3-3B-Base_16863698/metrics.json,1.0
accuracy,0.2,task/eval_v1_20.json,workspace_json,intermediate,6,,,81f8330c3070a54a384f,HumanEval,Qwen3-4B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run2,claude_claude-opus-4-6_10h_run2::HumanEval::Qwen3-4B-Base,,,0.2,task/eval_v1_20.json,1.0
accuracy,0.0,task/eval_v3b_20.json,workspace_json,intermediate,6,,,81f8330c3070a54a384f,HumanEval,Qwen3-4B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run2,claude_claude-opus-4-6_10h_run2::HumanEval::Qwen3-4B-Base,,,0.0,task/eval_v3b_20.json,1.0
accuracy,0.0,task/eval_v3_20.json,workspace_json,intermediate,6,,,81f8330c3070a54a384f,HumanEval,Qwen3-4B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run2,claude_claude-opus-4-6_10h_run2::HumanEval::Qwen3-4B-Base,,,0.0,task/eval_v3_20.json,1.0
accuracy,0.15,task/eval_v2_20.json,workspace_json,intermediate,6,,,81f8330c3070a54a384f,HumanEval,Qwen3-4B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run2,claude_claude-opus-4-6_10h_run2::HumanEval::Qwen3-4B-Base,,,0.15,task/eval_v2_20.json,1.0
accuracy,0.45,task/baseline_eval.json,workspace_json,intermediate,6,,,81f8330c3070a54a384f,HumanEval,Qwen3-4B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run2,claude_claude-opus-4-6_10h_run2::HumanEval::Qwen3-4B-Base,,,0.45,task/baseline_eval.json,1.0
accuracy,0.1,task/eval_v4_100steps_20.json,workspace_json,intermediate,6,,,81f8330c3070a54a384f,HumanEval,Qwen3-4B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run2,claude_claude-opus-4-6_10h_run2::HumanEval::Qwen3-4B-Base,,,0.1,task/eval_v4_100steps_20.json,1.0
accuracy,0.4329268292682927,metrics.json,top_level_metrics,final_only,6,,,81f8330c3070a54a384f,HumanEval,Qwen3-4B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run2,claude_claude-opus-4-6_10h_run2::HumanEval::Qwen3-4B-Base,,,0.4329268292682927,data/PostTrainBench-Trajectories/claude_claude-opus-4-6_10h_run2/humaneval_Qwen_Qwen3-4B-Base_16855826/metrics.json,1.0
accuracy,0.15689655172413794,metrics.json,top_level_metrics,final_only,5,,,8226f786f9bad5f57535,ArenaHardWriting,SmolLM3-3B-Base,Codex,GPT-5.4 Codex,codex_non_api_high_gpt-5.4_10h_run1,codex_non_api_high_gpt-5.4_10h_run1::ArenaHardWriting::SmolLM3-3B-Base,,,0.15689655172413794,data/PostTrainBench-Trajectories/codex_non_api_high_gpt-5.4_10h_run1/arenahardwriting_HuggingFaceTB_SmolLM3-3B-Base_16934969/metrics.json,1.0
accuracy,0.171875,metrics.json,top_level_metrics,final_only,6,,,8230734f01fdbab5c7f2,GPQA Main,Qwen3-1.7B-Base,Codex,GPT-5.3 Codex,codex_non_api_gpt-5.3-codex_10h_run2,codex_non_api_gpt-5.3-codex_10h_run2::GPQA Main::Qwen3-1.7B-Base,,,0.171875,data/PostTrainBench-Trajectories/codex_non_api_gpt-5.3-codex_10h_run2/gpqamain_Qwen_Qwen3-1.7B-Base_16845526/metrics.json,1.0
accuracy,0.1,metrics.json,top_level_metrics,final_only,0,,,8240b474c8f13df491f9,AIME 2025,SmolLM3-3B-Base,Claude,Claude Opus 4.7,claude_non_api_claude-opus-4-7_10h_run2,claude_non_api_claude-opus-4-7_10h_run2::AIME 2025::SmolLM3-3B-Base,,,0.1,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-7_10h_run2/aime2025_HuggingFaceTB_SmolLM3-3B-Base_17126490/metrics.json,1.0
accuracy,0.3667,command_output,regex,diagnostic,0,,,8268482d554fe6a61fee,HumanEval,Qwen3-1.7B-Base,Codex,GPT-5.5 Codex,codex_non_api_xhigh_reprompt_gpt-5.5_10h,codex_non_api_xhigh_reprompt_gpt-5.5_10h::HumanEval::Qwen3-1.7B-Base,,,0.3667,8268482d554fe6a61fee:command_output,1.0
accuracy,0.4133,command_output,regex,diagnostic,0,,,8268482d554fe6a61fee,HumanEval,Qwen3-1.7B-Base,Codex,GPT-5.5 Codex,codex_non_api_xhigh_reprompt_gpt-5.5_10h,codex_non_api_xhigh_reprompt_gpt-5.5_10h::HumanEval::Qwen3-1.7B-Base,,,0.4133,8268482d554fe6a61fee:command_output,1.0
accuracy,0.3733,command_output,regex,diagnostic,0,,,8268482d554fe6a61fee,HumanEval,Qwen3-1.7B-Base,Codex,GPT-5.5 Codex,codex_non_api_xhigh_reprompt_gpt-5.5_10h,codex_non_api_xhigh_reprompt_gpt-5.5_10h::HumanEval::Qwen3-1.7B-Base,,,0.3733,8268482d554fe6a61fee:command_output,1.0
accuracy,0.3533,command_output,regex,diagnostic,0,,,8268482d554fe6a61fee,HumanEval,Qwen3-1.7B-Base,Codex,GPT-5.5 Codex,codex_non_api_xhigh_reprompt_gpt-5.5_10h,codex_non_api_xhigh_reprompt_gpt-5.5_10h::HumanEval::Qwen3-1.7B-Base,,,0.3533,8268482d554fe6a61fee:command_output,1.0
accuracy,0.4267,command_output,regex,diagnostic,0,,,8268482d554fe6a61fee,HumanEval,Qwen3-1.7B-Base,Codex,GPT-5.5 Codex,codex_non_api_xhigh_reprompt_gpt-5.5_10h,codex_non_api_xhigh_reprompt_gpt-5.5_10h::HumanEval::Qwen3-1.7B-Base,,,0.4267,8268482d554fe6a61fee:command_output,1.0
accuracy,0.3867,command_output,regex,diagnostic,0,,,8268482d554fe6a61fee,HumanEval,Qwen3-1.7B-Base,Codex,GPT-5.5 Codex,codex_non_api_xhigh_reprompt_gpt-5.5_10h,codex_non_api_xhigh_reprompt_gpt-5.5_10h::HumanEval::Qwen3-1.7B-Base,,,0.3867,8268482d554fe6a61fee:command_output,1.0
accuracy,0.4,command_output,regex,diagnostic,0,,,8268482d554fe6a61fee,HumanEval,Qwen3-1.7B-Base,Codex,GPT-5.5 Codex,codex_non_api_xhigh_reprompt_gpt-5.5_10h,codex_non_api_xhigh_reprompt_gpt-5.5_10h::HumanEval::Qwen3-1.7B-Base,,,0.4,8268482d554fe6a61fee:command_output,1.0
accuracy,0.3933,command_output,regex,diagnostic,0,,,8268482d554fe6a61fee,HumanEval,Qwen3-1.7B-Base,Codex,GPT-5.5 Codex,codex_non_api_xhigh_reprompt_gpt-5.5_10h,codex_non_api_xhigh_reprompt_gpt-5.5_10h::HumanEval::Qwen3-1.7B-Base,,,0.3933,8268482d554fe6a61fee:command_output,1.0
accuracy,0.42,command_output,regex,diagnostic,0,,,8268482d554fe6a61fee,HumanEval,Qwen3-1.7B-Base,Codex,GPT-5.5 Codex,codex_non_api_xhigh_reprompt_gpt-5.5_10h,codex_non_api_xhigh_reprompt_gpt-5.5_10h::HumanEval::Qwen3-1.7B-Base,,,0.42,8268482d554fe6a61fee:command_output,1.0
accuracy,0.4667,command_output,regex,diagnostic,0,,,8268482d554fe6a61fee,HumanEval,Qwen3-1.7B-Base,Codex,GPT-5.5 Codex,codex_non_api_xhigh_reprompt_gpt-5.5_10h,codex_non_api_xhigh_reprompt_gpt-5.5_10h::HumanEval::Qwen3-1.7B-Base,,,0.4667,8268482d554fe6a61fee:command_output,1.0
accuracy,0.6097560975609756,metrics.json,top_level_metrics,final_only,0,,,8268482d554fe6a61fee,HumanEval,Qwen3-1.7B-Base,Codex,GPT-5.5 Codex,codex_non_api_xhigh_reprompt_gpt-5.5_10h,codex_non_api_xhigh_reprompt_gpt-5.5_10h::HumanEval::Qwen3-1.7B-Base,,,0.6097560975609756,data/PostTrainBench-Trajectories/codex_non_api_xhigh_reprompt_gpt-5.5_10h/humaneval_Qwen_Qwen3-1.7B-Base_17140293/metrics.json,1.0
accuracy,0.0,task/baseline_eval.json,workspace_json,intermediate,11,,,82cf31468ef6400f9096,GPQA Main,Gemma-3-4B-PT,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run1,claude_claude-opus-4-6_10h_run1::GPQA Main::Gemma-3-4B-PT,,,0.0,task/baseline_eval.json,1.0
accuracy,0.18,task/eval_v5_50.json,workspace_json,intermediate,11,,,82cf31468ef6400f9096,GPQA Main,Gemma-3-4B-PT,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run1,claude_claude-opus-4-6_10h_run1::GPQA Main::Gemma-3-4B-PT,,,0.18,task/eval_v5_50.json,1.0
accuracy,0.22,task/eval_v4_50.json,workspace_json,intermediate,11,,,82cf31468ef6400f9096,GPQA Main,Gemma-3-4B-PT,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run1,claude_claude-opus-4-6_10h_run1::GPQA Main::Gemma-3-4B-PT,,,0.22,task/eval_v4_50.json,1.0
accuracy,0.1,task/eval_v3_quick.json,workspace_json,intermediate,11,,,82cf31468ef6400f9096,GPQA Main,Gemma-3-4B-PT,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run1,claude_claude-opus-4-6_10h_run1::GPQA Main::Gemma-3-4B-PT,,,0.1,task/eval_v3_quick.json,1.0
accuracy,0.35,task/eval_v4_quick.json,workspace_json,intermediate,11,,,82cf31468ef6400f9096,GPQA Main,Gemma-3-4B-PT,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run1,claude_claude-opus-4-6_10h_run1::GPQA Main::Gemma-3-4B-PT,,,0.35,task/eval_v4_quick.json,1.0
accuracy,0.22,task/eval_v6_50.json,workspace_json,intermediate,11,,,82cf31468ef6400f9096,GPQA Main,Gemma-3-4B-PT,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run1,claude_claude-opus-4-6_10h_run1::GPQA Main::Gemma-3-4B-PT,,,0.22,task/eval_v6_50.json,1.0
accuracy,0.0,task/eval_v1_quick.json,workspace_json,intermediate,11,,,82cf31468ef6400f9096,GPQA Main,Gemma-3-4B-PT,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run1,claude_claude-opus-4-6_10h_run1::GPQA Main::Gemma-3-4B-PT,,,0.0,task/eval_v1_quick.json,1.0
accuracy,0.2857142857142857,metrics.json,top_level_metrics,final_only,11,,,82cf31468ef6400f9096,GPQA Main,Gemma-3-4B-PT,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run1,claude_claude-opus-4-6_10h_run1::GPQA Main::Gemma-3-4B-PT,,,0.2857142857142857,data/PostTrainBench-Trajectories/claude_claude-opus-4-6_10h_run1/gpqamain_google_gemma-3-4b-pt_16829414/metrics.json,1.0
accuracy,0.29910714285714285,metrics.json,top_level_metrics,final_only,0,,,8316b7493077cd08ddf3,GPQA Main,Qwen3-4B-Base,Claude,Claude Opus 4.8,claude_non_api_max_claude-opus-4-8_10h_run2,claude_non_api_max_claude-opus-4-8_10h_run2::GPQA Main::Qwen3-4B-Base,,,0.29910714285714285,data/PostTrainBench-Trajectories/claude_non_api_max_claude-opus-4-8_10h_run2/gpqamain_Qwen_Qwen3-4B-Base_17349933/metrics.json,1.0
accuracy,0.54,metrics.json,top_level_metrics,final_only,4,,,8323d3a7ebbaade90755,BFCL,Gemma-3-4B-PT,OpenCode,MiniMax M2.1,opencode_opencode_minimax-m2.1-free_10h,opencode_opencode_minimax-m2.1-free_10h::BFCL::Gemma-3-4B-PT,,,0.54,data/PostTrainBench-Trajectories/opencode_opencode_minimax-m2.1-free_10h/bfcl_google_gemma-3-4b-pt_16788628/metrics.json,1.0
accuracy,0.756633813495072,metrics.json,top_level_metrics,final_only,0,,,83487f81133d1ebf1a9a,GSM8K,Gemma-3-4B-PT,Claude,Claude Fable 5,claude_non_api_max_claude-fable-5_1m__10h_run2,claude_non_api_max_claude-fable-5_1m__10h_run2::GSM8K::Gemma-3-4B-PT,,,0.756633813495072,data/PostTrainBench-Trajectories/claude_non_api_max_claude-fable-5_1m__10h_run2/gsm8k_google_gemma-3-4b-pt_17331136/metrics.json,1.0
accuracy,0.06862408639396098,metrics.json,top_level_metrics,final_only,6,,,835aeef87456732ee680,HealthBench,Qwen3-4B-Base,Claude,Claude Opus 4.6,claude_non_api_claude-opus-4-6_1m__10h_run1,claude_non_api_claude-opus-4-6_1m__10h_run1::HealthBench::Qwen3-4B-Base,,,0.06862408639396098,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-6_1m__10h_run1/healthbench_Qwen_Qwen3-4B-Base_16956753/metrics.json,1.0
by_axis.accuracy,0.17444643925792938,metrics.json,top_level_metrics,final_only,6,,,835aeef87456732ee680,HealthBench,Qwen3-4B-Base,Claude,Claude Opus 4.6,claude_non_api_claude-opus-4-6_1m__10h_run1,claude_non_api_claude-opus-4-6_1m__10h_run1::HealthBench::Qwen3-4B-Base,,,0.17444643925792938,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-6_1m__10h_run1/healthbench_Qwen_Qwen3-4B-Base_16956753/metrics.json,1.0
accuracy,1.0,metrics.json,top_level_metrics,final_only,0,,,83940ba9199c3de65eb5,BFCL,SmolLM3-3B-Base,Claude,Claude Opus 4.8,claude_non_api_claude-opus-4-8_10h_run2,claude_non_api_claude-opus-4-8_10h_run2::BFCL::SmolLM3-3B-Base,,,1.0,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-8_10h_run2/bfcl_HuggingFaceTB_SmolLM3-3B-Base_17311667/metrics.json,1.0
